sort,expMetricId,MetricTab,MetricGroup,MetricName,VivaceName,ControlPopulation,ControlAverage,ControlStandardDeviation,TreatmentPopulation,TreatmentAverage,TreatmentStandardDeviation,AbsoluteObservedDelta,RelativeObservedDelta,AbsoluteMimimumDetectableAt80Power,RelativeMinimumDetectableAt80Power,ImpactOnTreatmentPopulation,ImpactType,pValue
1238,TEMPLATE_PDPViews_9NBLGGH1Z6FQ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Recore DE PDP Page Views,TEMPLATE_PDPViews_9NBLGGH1Z6FQ,134747,8.91E-05,0.00943655,135307,0.00019216,0.02431492,0.0001031,1.1576994,0.0001987,2.23119953,26.8856671,Observable but not Detected,0.14604387
1239,TEMPLATE_PDPClicks_9NJWTJSVGVLJ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Age of Empires Definitive Edition PDP Clicks,TEMPLATE_PDPClicks_9NJWTJSVGVLJ,134747,0.00460122,0.34513984,135307,0.00399092,0.20760818,-0.0006103,-0.132637,0.00307228,0.66771104,415.70132,Observable but not Detected,0.5778568
1240,TEMPLATE_PDPViews_9NJWTJSVGVLJ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Age of Empires Definitive Edition PDP Page Views,TEMPLATE_PDPViews_9NJWTJSVGVLJ,134747,0.00147684,0.08443788,135307,0.00147812,0.06657483,1.28E-06,0.00086559,0.00082,0.55524075,110.952111,Observable but not Detected,0.99651523
1241,TEMPLATE_PDPClicks_9NCLP4LV5K7Z,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Hellblade Senuas Sacrifice PDP Clicks,TEMPLATE_PDPClicks_9NCLP4LV5K7Z,134747,0.00022264,0.02908585,135307,0.00035475,0.0415847,0.00013211,0.59337802,0.00038677,1.73719889,52.3325573,Observable but not Detected,0.33859734
1242,TEMPLATE_PDPViews_9NCLP4LV5K7Z,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Hellblade Senuas Sacrifice PDP Page Views,TEMPLATE_PDPViews_9NCLP4LV5K7Z,134747,8.16E-05,0.01055054,135307,0.00014042,0.01513574,5.88E-05,0.720124,0.00014062,1.72251363,19.0263951,Observable but not Detected,0.2415007
1243,TEMPLATE_PDPClicks_9NBLGGH43706,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Dead Rising 4 Deluxe Edition PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH43706,134747,0.000141,0.02196291,135307,8.87E-05,0.01719356,-5.23E-05,-0.371035,0.00021271,1.50853138,28.7812141,Observable but not Detected,0.49077883
1244,TEMPLATE_PDPViews_9NBLGGH43706,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Dead Rising 4 Deluxe Edition PDP Page Views,TEMPLATE_PDPViews_9NBLGGH43706,134747,6.68E-05,0.00817238,135307,5.17E-05,0.00901635,-1.51E-05,-0.2254412,9.28E-05,1.38892459,12.5522719,Observable but not Detected,0.64930016
1245,TEMPLATE_PDPClicks_9PJH3CBW2T46,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,We Happy Few Deluxe PDP Clicks,TEMPLATE_PDPClicks_9PJH3CBW2T46,134747,5.19E-05,0.01248383,135307,7.39E-06,0.00271857,-4.46E-05,-0.8577341,9.75E-05,1.87686716,13.1926711,Observable but not Detected,0.20043002
1246,TEMPLATE_PDPViews_9PJH3CBW2T46,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,We Happy Few Deluxe PDP Page Views,TEMPLATE_PDPViews_9PJH3CBW2T46,134747,2.23E-05,0.00471843,135307,7.39E-06,0.00271857,-1.49E-05,-0.6680462,4.15E-05,1.86578356,5.62061291,Observable but not Detected,0.31580832
1247,TEMPLATE_PDPClicks_9MW4RJDRSF78,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Dishonored 2 PDP Clicks,TEMPLATE_PDPClicks_9MW4RJDRSF78,134747,0.00028943,0.05482309,135307,0.00040648,0.04915871,0.00011705,0.40441973,0.00056147,1.93991921,75.9712741,Observable but not Detected,0.55918491
1248,TEMPLATE_PDPViews_9MW4RJDRSF78,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Dishonored 2 PDP Page Views,TEMPLATE_PDPViews_9MW4RJDRSF78,134747,5.19E-05,0.00817249,135307,0.00013303,0.01537801,8.11E-05,1.56078611,0.0001327,2.55434897,17.9547528,Observable but not Detected,0.08692488
1249,TEMPLATE_PDPClicks_9PHS5Q7KQMJM,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Pathologic 2 PDP Clicks,TEMPLATE_PDPClicks_9PHS5Q7KQMJM,134747,0.00086829,0.1362899,135307,0.00061342,0.07073258,-0.0002549,-0.2935343,0.00117141,1.34908879,158.499376,Observable but not Detected,0.54214868
1250,TEMPLATE_PDPViews_9PHS5Q7KQMJM,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Pathologic 2 PDP Page Views,TEMPLATE_PDPViews_9PHS5Q7KQMJM,134747,0.0002078,0.03008927,135307,0.0002365,0.02338488,2.87E-05,0.13812716,0.00029062,1.39856406,39.3225394,Observable but not Detected,0.78201491
1251,TEMPLATE_PDPClicks_9P9CKRGR40KK,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Gears 5 Ultimate Edition PDP Clicks,TEMPLATE_PDPClicks_9P9CKRGR40KK,134747,0.00094251,0.10412365,135307,0.0011825,0.09432365,0.00023999,0.25462836,0.00107127,1.13661481,144.94999,Observable but not Detected,0.53025294
1252,TEMPLATE_PDPViews_9P9CKRGR40KK,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Gears 5 Ultimate Edition PDP Page Views,TEMPLATE_PDPViews_9P9CKRGR40KK,134747,0.00032654,0.02179131,135307,0.00045083,0.02535318,0.00012429,0.38062584,0.00025485,0.78045009,34.4825178,Observable but not Detected,0.17183522
1253,TEMPLATE_PDPClicks_9NBLGGH515BD,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Halo Wars 2 PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH515BD,134747,0.00103898,0.08016126,135307,0.00104947,0.09487211,1.05E-05,0.01008785,0.00094679,0.91126498,128.107299,Observable but not Detected,0.97525839
1254,TEMPLATE_PDPViews_9NBLGGH515BD,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Halo Wars 2 PDP Page Views,TEMPLATE_PDPViews_9NBLGGH515BD,134747,0.00040075,0.0255523,135307,0.00034736,0.0262147,-5.34E-05,-0.1332319,0.0002791,0.69643693,37.7638891,Observable but not Detected,0.59198854
1255,TEMPLATE_PDPClicks_9NBLGGH52XC6,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,ARK Survival Evolved PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH52XC6,134747,0.02375563,1.09712315,135307,0.01718315,0.55062439,-0.0065725,-0.2766706,0.00936485,0.39421595,-889.30315,Actual Detected,0.04927432
1256,TEMPLATE_PDPViews_9NBLGGH52XC6,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,ARK Survival Evolved PDP Page Views,TEMPLATE_PDPViews_9NBLGGH52XC6,134747,0.00754006,0.23799668,135307,0.00663676,0.16846487,-0.0009033,-0.1197998,0.00222388,0.29494244,300.906891,Observable but not Detected,0.2551431
1257,TEMPLATE_PDPClicks_9N6Z8DQXSQWH,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Disneyland Adventures PDP Clicks,TEMPLATE_PDPClicks_9N6Z8DQXSQWH,134747,0.0003488,0.05849043,135307,0.0001552,0.02649695,-0.0001936,-0.5550407,0.0004899,1.40452868,66.287193,Observable but not Detected,0.26823976
1258,TEMPLATE_PDPViews_9N6Z8DQXSQWH,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Disneyland Adventures PDP Page Views,TEMPLATE_PDPViews_9N6Z8DQXSQWH,134747,0.0002449,0.04049769,135307,0.00011086,0.01303736,-0.000134,-0.5473358,0.00032464,1.32558813,43.9262073,Observable but not Detected,0.2473658
1259,TEMPLATE_PDPClicks_9NP2B6V2KPXD,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Metro Exodus Gold Edition PDP Clicks,TEMPLATE_PDPClicks_9NP2B6V2KPXD,134747,7.42E-06,0.00272421,135307,3.70E-05,0.00607881,2.95E-05,3.97930632,5.08E-05,6.83871004,6.86713129,Observable but not Detected,0.10306398
1260,TEMPLATE_PDPViews_9NP2B6V2KPXD,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Metro Exodus Gold Edition PDP Page Views,TEMPLATE_PDPViews_9NP2B6V2KPXD,134747,0,0,135307,3.70E-05,0.00607881,3.70E-05,Infinity,4.63E-05,null,5,Actual Detected,0.02534678
1261,TEMPLATE_PDPClicks_9P3PL76N0KWZ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Pixar Rush PDP Clicks,TEMPLATE_PDPClicks_9P3PL76N0KWZ,134747,0.00031912,0.05175918,135307,0.00067994,0.09377856,0.00036082,1.13067991,0.00081621,2.55771182,110.438685,Observable but not Detected,0.21553644
1262,TEMPLATE_PDPViews_9P3PL76N0KWZ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Pixar Rush PDP Page Views,TEMPLATE_PDPViews_9P3PL76N0KWZ,134747,0.00013358,0.01540993,135307,0.00018477,0.01941364,5.12E-05,0.38314064,0.00018893,1.41432314,25.5636176,Observable but not Detected,0.4478829
1263,TEMPLATE_PDPClicks_9PJ06TZX4NMH,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Zoo Tycoon Ultimate Animal Collection PDP Clicks,TEMPLATE_PDPClicks_9PJ06TZX4NMH,134747,0.00127647,0.08570605,135307,0.00130814,0.09044194,3.17E-05,0.02481072,0.00094993,0.74418433,128.531664,Observable but not Detected,0.92558316
1264,TEMPLATE_PDPViews_9PJ06TZX4NMH,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Zoo Tycoon Ultimate Animal Collection PDP Page Views,TEMPLATE_PDPViews_9PJ06TZX4NMH,134747,0.00054918,0.03336022,135307,0.00053951,0.0336226,-9.66E-06,-0.0175963,0.00036111,0.65755191,48.8610645,Observable but not Detected,0.94023752
1265,TEMPLATE_PDPClicks_9PGXDSNWVSR1,Experiment Specific Metrics,Exp 2772 Marvels Avengers,Marvels Avengers PDP Clicks,TEMPLATE_PDPClicks_9PGXDSNWVSR1,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1266,TEMPLATE_PDPViews_9PGXDSNWVSR1,Experiment Specific Metrics,Exp 2772 Marvels Avengers,Marvels Avengers PDP Page Views,TEMPLATE_PDPViews_9PGXDSNWVSR1,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1267,TEMPLATE_PDPClicks_9N7LB4DCKLFS,Experiment Specific Metrics,Exp 2772 Marvels Avengers,Marvels Avengers Deluxe Edition PDP Clicks,TEMPLATE_PDPClicks_9N7LB4DCKLFS,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1268,TEMPLATE_PDPViews_9N7LB4DCKLFS,Experiment Specific Metrics,Exp 2772 Marvels Avengers,Marvels Avengers Deluxe Edition PDP Page Views,TEMPLATE_PDPViews_9N7LB4DCKLFS,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1272,AvgRevenue_CombinedEntertainmentAppsTitle6336,Exp 6336 Essential Apps collection,Overview,-- Combined Entertainment Apps Title 6336 Revenue,AvgRevenue_CombinedEntertainmentAppsTitle6336,134369,0.00299513,0.55126909,134920,0.00219564,0.46801765,-0.0007995,-0.2669307,0.00552214,1.84370883,745.047577,Observable but not Detected,0.68502854
1273,AttemptedAcquisitions_CombinedEntertainmentAppsTitle6336,Exp 6336 Essential Apps collection,Overview,-- Combined Entertainment Apps Title 6336 Attempted Acquisitions,AttemptedAcquisitions_CombinedEntertainmentAppsTitle6336,134369,0.0319791,0.51624008,134920,0.0305885,0.31051416,-0.0013906,-0.0434848,0.00460178,0.14389956,620.871984,Observable but not Detected,0.39721494
1274,SucessfulAcquisitions_CombinedEntertainmentAppsTitle6336,Exp 6336 Essential Apps collection,Overview,-- Combined Entertainment Apps Title 6336 Sucessful Acquisitions,SucessfulAcquisitions_CombinedEntertainmentAppsTitle6336,134369,0.02054789,0.15369998,134920,0.02041951,0.15027317,-0.0001284,-0.0062482,0.00164123,0.07987318,221.434154,Observable but not Detected,0.82652825
1275,AvgRevenue_DolbyAccess,Exp 6336 Essential Apps collection,Title Performance,-- Dolby Access Revenue,AvgRevenue_DolbyAccess,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1278,AvgRevenue_AdobeLightroom,Exp 6336 Essential Apps collection,Title Performance,-- Adobe Lightroom Revenue,AvgRevenue_AdobeLightroom,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1279,TEMPLATE_AttemptedAcquisitions_9PNLG4ZG0XGJ,Exp 6336 Essential Apps collection,Title Performance,Adobe Lightroom Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9PNLG4ZG0XGJ,134369,0.00157774,0.07666086,134920,0.00157871,0.15140137,9.68E-07,0.00061382,0.00129491,0.82073167,174.708607,Observable but not Detected,0.99832822
1280,TEMPLATE_SuccessfulAcquisitions_9PNLG4ZG0XGJ,Exp 6336 Essential Apps collection,Title Performance,Adobe Lightroom Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9PNLG4ZG0XGJ,134369,0.00094516,0.03120963,134920,0.000882,0.03042538,-6.32E-05,-0.0668188,0.00033279,0.35209898,44.8999372,Observable but not Detected,0.5949589
1281,AvgRevenue_DrawboardPDF,Exp 6336 Essential Apps collection,Title Performance,-- Drawboard PDF Revenue,AvgRevenue_DrawboardPDF,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1284,AvgRevenue_Pinterest,Exp 6336 Essential Apps collection,Title Performance,-- Pinterest Revenue,AvgRevenue_Pinterest,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1285,TEMPLATE_AttemptedAcquisitions_9PFHDSF91B9R,Exp 6336 Essential Apps collection,Title Performance,Pinterest Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9PFHDSF91B9R,134369,0.00250058,0.09077311,134920,0.00218648,0.05904407,-0.0003141,-0.1256094,0.00082711,0.33076877,111.594047,Observable but not Detected,0.28737447
1286,TEMPLATE_SuccessfulAcquisitions_9PFHDSF91B9R,Exp 6336 Essential Apps collection,Title Performance,Pinterest Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9PFHDSF91B9R,134369,0.00173403,0.04196196,134920,0.00160095,0.04053232,-0.0001331,-0.0767473,0.00044545,0.25688752,60.100236,Observable but not Detected,0.40259492
1287,AvgRevenue_Sketchable,Exp 6336 Essential Apps collection,Title Performance,-- Sketchable Revenue,AvgRevenue_Sketchable,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1288,TEMPLATE_AttemptedAcquisitions_9WZDNCRFJCJW,Exp 6336 Essential Apps collection,Title Performance,Sketchable Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9WZDNCRFJCJW,134369,0.0008112,0.08296639,134920,0.00067447,0.04514205,-0.0001367,-0.1685471,0.00072155,0.88948065,97.3509621,Observable but not Detected,0.59550905
1289,TEMPLATE_SuccessfulAcquisitions_9WZDNCRFJCJW,Exp 6336 Essential Apps collection,Title Performance,Sketchable Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9WZDNCRFJCJW,134369,0.00043165,0.02112696,134920,0.00044471,0.02177524,1.31E-05,0.03025803,0.00023164,0.53663901,31.2526953,Observable but not Detected,0.87448409
1290,AvgRevenue_Audible,Exp 6336 Essential Apps collection,Title Performance,-- Audible Revenue,AvgRevenue_Audible,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1291,TEMPLATE_AttemptedAcquisitions_9WZDNCRFJ1CR,Exp 6336 Essential Apps collection,Title Performance,Audible Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9WZDNCRFJ1CR,134369,0.00094516,0.04054434,134920,0.00077824,0.03496213,-0.0001669,-0.1766048,0.00040882,0.43253764,55.1575384,Observable but not Detected,0.2526723
1292,TEMPLATE_SuccessfulAcquisitions_9WZDNCRFJ1CR,Exp 6336 Essential Apps collection,Title Performance,Audible Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9WZDNCRFJ1CR,134369,0.00063259,0.02572858,134920,0.00053365,0.02372796,-9.89E-05,-0.1564005,0.00026725,0.42246456,36.0567398,Observable but not Detected,0.29965569
1293,AvgRevenue_Skype,Exp 6336 Essential Apps collection,Title Performance,-- Skype Revenue,AvgRevenue_Skype,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1294,TEMPLATE_AttemptedAcquisitions_9WZDNCRFJ364,Exp 6336 Essential Apps collection,Title Performance,Skype Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9WZDNCRFJ364,134369,0.00236662,0.06666981,134920,0.00256448,0.0707378,0.00019787,0.08360682,0.00074211,0.31357552,100.125921,Observable but not Detected,0.45508207
1295,TEMPLATE_SuccessfulAcquisitions_9WZDNCRFJ364,Exp 6336 Essential Apps collection,Title Performance,Skype Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9WZDNCRFJ364,134369,0.00162984,0.04125068,134920,0.00183071,0.04377578,0.00020087,0.12324784,0.00045921,0.28175365,61.9570757,Observable but not Detected,0.22038767
1296,AvgRevenue_AdobePhotoshopElements2020,Exp 6336 Essential Apps collection,Title Performance,-- Adobe Photoshop Elements 2020 Revenue,AvgRevenue_AdobePhotoshopElements2020,134369,0.00299513,0.55126909,134920,0.00219564,0.46801765,-0.0007995,-0.2669307,0.00552214,1.84370883,745.047577,Observable but not Detected,0.68502854
1297,TEMPLATE_AttemptedAcquisitions_9NTCH7ZCXC25,Exp 6336 Essential Apps collection,Title Performance,Adobe Photoshop Elements 2020 Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9NTCH7ZCXC25,134369,0.00011163,0.01189076,134920,0.00017047,0.01944159,5.88E-05,0.52707135,0.00017392,1.55794612,23.4650206,Observable but not Detected,0.34322774
1298,TEMPLATE_SuccessfulAcquisitions_9NTCH7ZCXC25,Exp 6336 Essential Apps collection,Title Performance,Adobe Photoshop Elements 2020 Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9NTCH7ZCXC25,134369,0.00038699,0.01966843,134920,0.00052624,0.02293392,0.00013924,0.35980852,0.00023064,0.59597644,31.1178572,Observable but not Detected,0.09076172
1299,AvgRevenue_iTunes,Exp 6336 Essential Apps collection,Title Performance,-- iTunes Revenue,AvgRevenue_iTunes,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1302,AvgRevenue_MSOWHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWHispanicHeritageMonthFY21 Revenue,AvgRevenue_MSOWHispanicHeritageMonthFY21,134369,0.01547869,0.91226445,134920,0.01209935,0.81998741,-0.0033793,-0.2183221,0.00936632,0.60511067,1263.70391,Observable but not Detected,0.31211134
1303,AttemptedAcquisitions_MSOWHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWHispanicHeritageMonthFY21 Attempted Acquisitions,AttemptedAcquisitions_MSOWHispanicHeritageMonthFY21,134369,0.00124285,0.05224711,134920,0.00135636,0.0598171,0.00011351,0.09133321,0.00060631,0.48783599,81.8026852,Observable but not Detected,0.59992016
1304,SucessfulAcquisitions_MSOWHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWHispanicHeritageMonthFY21 Sucessful Acquisitions,SucessfulAcquisitions_MSOWHispanicHeritageMonthFY21,134369,0.00049863,0.02265539,134920,0.00059294,0.02666808,9.43E-05,0.18915355,0.00026712,0.53571516,36.0400999,Observable but not Detected,0.32256589
1305,AvgRevenue_MSOWGamesHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWGamesHispanicHeritageMonthFY21 Revenue,AvgRevenue_MSOWGamesHispanicHeritageMonthFY21,134369,0.01547869,0.91226445,134920,0.01207321,0.81993159,-0.0034055,-0.2200106,0.00936604,0.60509231,1263.66556,Observable but not Detected,0.30836915
1306,AttemptedAcquisitions_MSOWGamesHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWGamesHispanicHeritageMonthFY21 Attempted Acquisitions,AttemptedAcquisitions_MSOWGamesHispanicHeritageMonthFY21,134369,0.00124285,0.05224711,134920,0.00133412,0.05950703,9.13E-05,0.0734425,0.00060453,0.4864057,81.5628467,Observable but not Detected,0.67228688
1307,SucessfulAcquisitions_MSOWGamesHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWGamesHispanicHeritageMonthFY21 Sucessful Acquisitions,SucessfulAcquisitions_MSOWGamesHispanicHeritageMonthFY21,134369,0.00049863,0.02265539,134920,0.00057812,0.02638901,7.95E-05,0.15942471,0.0002655,0.53247191,35.821911,Observable but not Detected,0.40157759
1308,AvgRevenue_MSOWMoviesHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWMoviesHispanicHeritageMonthFY21 Revenue,AvgRevenue_MSOWMoviesHispanicHeritageMonthFY21,134369,0,0,134920,2.61E-05,0.0095999,2.61E-05,Infinity,7.32E-05,null,9.87890377,Observable but not Detected,0.3173123
1309,AttemptedAcquisitions_MSOWMoviesHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWMoviesHispanicHeritageMonthFY21 Attempted Acquisitions,AttemptedAcquisitions_MSOWMoviesHispanicHeritageMonthFY21,134369,0,0,134920,2.22E-05,0.00608759,2.22E-05,Infinity,4.64E-05,null,6.26451638,Observable but not Detected,0.17971346
1310,SucessfulAcquisitions_MSOWMoviesHispanicHeritageMonthFY21,Exp 6190 MSOW Hispanic Heritage Month FY21,Overview,-- MSOWMoviesHispanicHeritageMonthFY21 Sucessful Acquisitions,SucessfulAcquisitions_MSOWMoviesHispanicHeritageMonthFY21,134369,0,0,134920,1.48E-05,0.00385013,1.48E-05,Infinity,2.94E-05,null,3.9620251,Observable but not Detected,0.15729998
1311,AvgRevenue_Guacamelee2Complete,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,-- Guacamelee 2 Complete Revenue,AvgRevenue_Guacamelee2Complete,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1312,TEMPLATE_AttemptedAcquisitions_9MXGN9TVW43K,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,Guacamelee 2 Complete Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9MXGN9TVW43K,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1313,TEMPLATE_SuccessfulAcquisitions_9MXGN9TVW43K,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,Guacamelee 2 Complete Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9MXGN9TVW43K,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1314,AvgRevenue_Gears5UltimateEdition,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,-- Gears 5 Ultimate Edition Revenue,AvgRevenue_Gears5UltimateEdition,134369,0,0,134920,0.00026109,0.0959024,0.00026109,Infinity,0.00073147,null,98.6896215,Observable but not Detected,0.3173123
1317,AvgRevenue_Rime,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,-- Rime Revenue,AvgRevenue_Rime,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1318,TEMPLATE_AttemptedAcquisitions_9NB9X5DP66FG,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,Rime Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9NB9X5DP66FG,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1319,TEMPLATE_SuccessfulAcquisitions_9NB9X5DP66FG,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,Rime Successful Acquisitions,TEMPLATE_SuccessfulAcquisitions_9NB9X5DP66FG,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
1320,AvgRevenue_MicrosoftFlightSimulatorPremiumDeluxe,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,-- Microsoft Flight Simulator Premium Deluxe Revenue,AvgRevenue_MicrosoftFlightSimulatorPremiumDeluxe,134369,0.00258098,0.55151741,134920,0.00282749,0.59961911,0.00024651,0.09550974,0.00621962,2.40978959,839.151471,Observable but not Detected,0.91158614
1321,TEMPLATE_AttemptedAcquisitions_9PMDBL7963LD,Exp 6190 MSOW Hispanic Heritage Month FY21,Games Title Performance,Microsoft Flight Simulator: Premium Deluxe Attempted Acquisitions,TEMPLATE_AttemptedAcquisitions_9PMDBL7963LD,134369,9.67E-05,0.01567115,134920,0.000126,0.01414582,2.93E-05,0.30235182,0.0001612,1.66620131,21.7494396,Observable but not Detected,0.61118689
